,species,group,lcat,Afghanistan,Albania,Algeria,American Samoa (US),Andorra,Angola,Anguilla (UK),Antigua and Barbuda,Argentina,Armenia,Aruba (Neth.),Australia,Austria,Azerbaijan,"Bahamas, The",Bahrain,Bangladesh,Belarus,Belgium,Belize,Benin,Bermuda (UK),Bhutan,Bolivia,Bonaire (Neth.),Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands (UK),Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Islands (UK),Central African Republic,Chad,Chile,China,Clipperton Island (Fr.),Colombia,"Congo, Democratic Republic of","Congo, Rep. of",Cook Islands (NZ),Costa Rica,Croatia,Cuba,Curaçao (Neth.),Cyprus,Czech Republic,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Republic of",El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faroe Islands (Den.),Fiji,Finland,France,French Polynesia (Fr.),French Southern and Antarctic Lands (Fr.),Gabon,"Gambia, The",Georgia,Germany,Ghana,Gibraltar (UK),Greece,Greenland (Den.),Grenada,Guam (US),Guantanamo Bay (US),Guatemala,Guernsey (UK),Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,"Hong Kong (SAR, China)",Hungary,Iceland,India,Indonesia,"Iran, Islamic Republic of",Iraq,Ireland,Isle of Man (UK),Israel,Italy,Jamaica,Japan,Jarvis Island (US),Jersey (UK),Johnston Atoll (US),Jordan,Kazakhstan,Kenya,Kingman Reef (US),Kiribati,"Korea, Democratic People's Republic of","Korea, Republic of",Kosovo,Kuwait,Kyrgyz Republic,Lao People's Democratic Republic,Latvia,Lebanon,Libya,Liechtenstein,Lithuania,Luxembourg,"Macau (SAR, China)",Malaysia,Mali,Malta,Mauritania,Mexico,Midway Islands (US),Moldova,Monaco,Mongolia,Montenegro,Montserrat (UK),Morocco,Myanmar,Namibia,Navassa Island (US),Nepal,Netherlands,New Caledonia (Fr.),New Zealand,Nicaragua,Niger,Nigeria,Niue (NZ),Norfolk Island (Aus.),North Macedonia,Northern Mariana Islands (US),Norway,Oman,Pakistan,Palmyra Atoll (US),Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands (UK),Poland,Portugal,Puerto Rico (US),Qatar,Romania,Russian Federation,Rwanda,Saba (Neth.),Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Saint-Barthélemy (Fr.),Saint-Martin (Fr.),Saint-Pierre-et-Miquelon (Fr.),Samoa,San Marino,Saudi Arabia,Senegal,Serbia,Singapore,Sint Eustatius (Neth.),Sint Maarten (Neth.),Slovak Republic,Slovenia,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syrian Arab Republic,São Tomé and Príncipe,Tajikistan,Tanzania,Thailand,Togo,Tokelau (NZ),Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands (UK),Tuvalu,U.S. Virgin Islands (US),Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Vatican City,"Venezuela, Republica Bolivariana de",Vietnam,West Bank and Gaza,"Yemen, Republic of",Barbados,Christmas Island (Aus.),Comoros,Côte d'Ivoire,Lesotho,Liberia,Madagascar,Malawi,Maldives,"Micronesia, Federated States of",Mozambique,Palau,Sierra Leone,Solomon Islands,eSwatini,Zambia,Zimbabwe,Mauritius,South Georgia and South Sandwich Islands (UK),Timor-Leste,British Indian Ocean Territory (UK),Cocos (Keeling) Islands (Aus.),Falkland Islands (UK)/Islas Malvinas,Marshall Islands,Nauru,Seychelles,Wallis-et-Futuna (Fr.),"Saint Helena, Ascension and Tristan da Cunha (UK)",Heard Island and McDonald Islands (Aus.),Wake Island (US),Baker Island (US),Howland Island (US),,Percentage
125,Larinus maurus,Arthropods,Land_Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
126,Larinus meleagris,Arthropods,Land_Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
127,Larinus minutus,Arthropods,Land,,0.159149829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.311010569,,,,,,11.8954473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.172660047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019047703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.109192584,,,,,,,,,,,,,,,,0.035616777,,,,,,,,,,,,,,0.665730324,,,,,,,,,,,,,,,,,,,,,,,,,0.154189009,,,,,,,,,80.47795585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
128,Larinus obtusus,Arthropods,Land_Coast,,0.077256485,,,0.00557965,,,,,,,,1.035070546,,,,,2.252741475,,,,,,,,0.639183891,,,,,1.391138978,,,,,,7.230700192,,,,,,,,,,,,0.679141582,,,,0.629306529,,,,,,,,,,,,,,,4.455617241,,,,,,1.015947015,,,0.291643959,,,,,,,,,,,,,1.148650935,,,,,,,,,1.614020245,,,,,,,1.140902906,,,,,,0.13464266,,,,,,,0.001691552,0.012503571,,,,,,,,,0.409250545,0.000232375,,0.165799548,,,,,,,,,,,,,,,0.239568509,,,,,,,,,,,,1.4969128,,,,2.914126322,18.82323504,,,,,,,,,,0.00074394,,,0.956716015,,,,0.597003575,0.25058402,,,,0.200841808,,,,,0.510715169,,,,,,,,,,,0.128468764,,,,,,6.968752052,,,42.58131011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
129,Larinus ochreatus,Arthropods,Land_Coast,,,4.788697194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.412796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.57058413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012897316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041290274,,,,,,,,,,,,13.17373509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
130,Larinus onopordi,Arthropods,Land_Coast,,,,,,,,,,2.527472325,,,,0.372847281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.360803011,,,,,,,0.253946976,,,,,,,,,,,,,,2.159821459,,,,1.147031426,,,,,,,,,,,,,,,,,0.053904661,,,,2.855604633,,,,,,,2.615530959,,,,,,,,,,,,1.522436687,,,,,,,,,,,,,,,,,13.82279326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002827007,,,,,,17.24877531,,,,,,,,,,53.09986768,,,,,,,,,,,,,,,,0.956337321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
131,Larinus planus,Arthropods,Land_Coast,,,0.865350894,,0.013471098,,,,,,,,2.498998587,,,,,0.720287112,0.911847834,,,,,,,0.448276183,,,,,3.228064064,,,,,,2.663039718,,,,,,,,,,,,1.096445053,,,,2.342095925,1.267900725,,,,,,,,,0.443132305,,,,,15.20646449,,,,,,10.63316007,,0.000110149,0.411939949,,,,,,,,,,,,,2.773218767,,,,,,,,,3.406963308,,,,,,,,,,,,,0.103062474,,,,0.935032786,,,0.004083959,1.670447957,0.077568912,,,,,,,,,0.000561029,,,,0.067755022,,,,,1.102681833,,,,,,,,0.262220801,,0.718554095,,,,,,,,,,9.315545702,0.401582581,,,4.538887133,2.142073801,,,,,,,,,,,,,2.156119636,,,,1.441361748,0.604991721,,,,10.19280017,,,,0.279631767,1.233033333,,,,,,,,,,,0.614637893,,,,,,1.564806439,,,11.64179297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
132,Larinus pollinis,Arthropods,Land_Coast,,,,,0.018267071,,,,,,,,3.388690713,,,,,0.789093824,,,,,,,,1.868759416,,,,,2.286518089,,,,,,,,,,,,,,,,,,2.072432808,,,,3.17592765,,,,,,,,,,,,,,,5.220401595,,,,,,7.413483249,,,0.57295008,,,,,,,,,,,,,3.760538613,,,,,,,,,6.333210146,,,,,,,,,,,,,0.344330115,,,,,,,0.005537927,,,,,,,,,,0.443807305,0.000760766,,0.215945419,,,,,,,,,,,,,,,0.369964548,,,,,,,,,,,,6.067567945,,,,7.33558516,28.73742117,,,,,,,,,,0.002435565,,,3.132167839,,,,1.954514579,0.820380546,,,,0.887333235,,,,,1.586711466,,,,,,,,,,,,,,,,,11.19526316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
133,Larinus reichei,Arthropods,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
134,Larinus rusticanus,Arthropods,Land_Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.07191566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.76973418,,,,,,,,,4.606120749,,,,,,,,,,,,,,,,,,,,,,1.560761888,,,,,,,,,,,,,0.012116915,,,,,,,,,,,,,,,,,,0.006263405,,,,,,,,,,,,,,,,,0.646701436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.145317097,,,,,,,,,,,,,,,,,,,,,,,,,1.181068668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
135,Larinus scolymi,Arthropods,Land_Coast,,,,,0.101285986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.273475546,,,,,,,,,,,,,,,,,,,25.85219144,,,,,,,,0.000828181,,,,,,,,,,,,,,,,,,,,,,,10.84745102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004218244,,,,10.02883138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013504551,,,,,,,,,,,,52.87821365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
136,Larinus sturnus,Arthropods,Land_Coast,,0.358459465,0.272151852,,0.005719141,,,,,,,,1.060947368,0.229823557,,,,2.617436775,0.387124092,,,,,,,0.655163524,,,,,1.42591753,,,,,,,,,,,,,,,,,,0.69612016,,,,0.994334498,0.538285993,,,,,,,,,0.577319215,,,,3.43935125,6.79834121,,,,,0.693494325,4.514297545,,,0.924228593,,,,,,0.000934126,,,,,,,1.177367272,,,,,,,,,1.62278011,,,,0.001503185,,,2.36551404,,,,,,0.138008734,,,,0.813978667,,,0.001733841,0.818820464,0.032931805,,,,,,,,0.419481832,0.000238184,,0.173591301,,0.369108017,,,,,0.468142477,,,,,,,,0.321099076,,2.057209516,,,,,,,,,,3.954905673,0.006579997,,,2.986979643,36.15355355,,,,,,,,,,0.000762538,,,0.980633969,,,,0.611928698,0.256848634,,,,4.424561481,,,,4.202042796,0.523483077,,,,,,,,,,,0.626952891,,,,,,7.564972024,,0.734836286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
137,Larinus turbinatus,Arthropods,Land_Coast,,0.310786649,,,0.004958532,,,,,0.211973913,,,0.919848152,0.070886183,,,,2.269334422,0.335639063,,,,,,,0.568030965,,,,,1.236279617,,,,,,2.037277039,,,,,,,,,,,,0.60354063,,,,0.862094369,0.447725928,,,,,,,,,0.500539452,,,,0.900603032,6.001219799,,,,,0.754651839,3.91392484,,,0.858092329,,,,,,0.000809893,,,,,,,1.020784954,,,,0.000391734,,,,,2.713507539,,,,0.001303271,,,1.777641323,,,,,,0.119654455,,,,0.70572471,,,0.001503251,0.709922578,0.028552085,,,,,,,,0.363693431,0.000206507,,0.150504768,,,,,,,0.405882521,,,,,,,,0.278394952,,,,,,,,,,,,3.42892851,0.853305096,,,2.589730452,31.85035143,,,,,,,,,,0.000661126,,,0.850215922,,,,0.530546095,0.222689408,,,,5.268138756,,,,0.555215702,0.453863175,,,,,,,,,,,5.490140443,,,,,,6.558879122,,0.833834212,9.42761569,,,,1.34E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
138,Larinus ursus,Arthropods,Land_Coast,,,0.367085544,,0.06418258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.15289295,,,,,,,,0.000524799,,,,,,,,,,,,,,,,,,,,,,1.001204175,2.69992514,,,,,,0.679038413,,,,,,,,,,,,0.141233848,,,,,,,,,,,,,0.002673004,,,,13.21843783,,,,,,,,,,,,,,,,,,,,,,,,,,8.085929176,,,,,,,,,,,,,,,,,,,,,,,,,,60.09330152,,,,,,0.658176087,,,,,,,,,,,,,,,,,,,,,,,,,,0.83539494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
139,Larinus villosus,Arthropods,Land_Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
140,Larinus vulpes,Arthropods,Land_Coast,,,,,0.02129856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.919247221,,,,,0.009050739,,,,,,,,,,,,,,,,,,,,,,,,,,0.496648028,,,,,,,18.90332704,,,,,,,,,,,,,,,,,,,,,,,0.748748147,0.000887018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.187091571,59.50105214,,,,,,,,,,,,,,,,,,,,,,2.394374668,,,,,,,,,,,,,,,,,,,,,,12.81827487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
141,Lariophagus distinguendus,Arthropods,Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
142,Lariophagus obtusus,Arthropods,Land_Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
143,Larisa subsolana,Arthropods,Land_Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.609483198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.094918132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.29559867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
144,Lariscus hosei,Mammals,Land_Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
145,Lariscus insignis,Mammals,Land_Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.239372783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.39713496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.11785666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.046224902,,,,,,,,,,,,,,,,,,4.199410697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
146,Lariscus niobe,Mammals,Land_Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
147,Larix czekanowskii,Plants,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.219405958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.78059404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
148,Larix decidua,Plants,Land_Coast,,0.090248811,,,0.005051845,,,,,,,,0.937158514,,,,,2.312040382,0.34195536,,,,,,,0.578720579,,,,,0.840352376,,,,,,6.069654417,,,,,,,,,,,,0.61489849,,,,0.878317878,0.475480044,,,,,,,,,0.509958961,,,,2.863494625,6.081165693,,,,,,3.98757988,,,0.048818498,,,,,,0.000825134,,,,,,,1.039994816,,,,,,0.773844517,0.006403745,,2.499734332,,,,0.001327797,,,0.005700673,,,,,,0.121906198,,,,0.719005543,,,0.00153154,0.72328241,0.029089399,,,,,,,,0.370537674,0.000210394,,0.153337075,,,,,,,0.413520709,,2.754918907,,,,,,0.152553571,,3.396207431,,,,,,,,,,3.493456542,0.860165801,,,2.527748977,16.99483312,,,,,,,,,,0.000673567,,,0.866215894,,,,0.540530291,0.226880137,,,,5.4771056,,,,4.962357028,0.462404297,,,,,,,,,,,,,,,,,6.32580788,,2.716022349,14.74697016,,,,1.36E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
149,Larix decidua x kaempferi,Plants,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.315879645,,,,,,,,,,,,,,,,,,,,,94.68412035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
150,Larix eurolepis,Plants,Land_Coast,,,,,0.044149478,,,,,,,,0.293815268,,,,,,2.988442813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94226746,,,,,,,,,,2.554421482,,,,,44.52083218,,,,,,21.90931058,,,,,,,,,0.007211078,,,,,,,,,,,,,,0.055964102,,,,,,0.011603984,,,,,,,,,,,,,4.465018238,,,,0.004464883,0.25422033,,,,,,,,,,,,,,,,,,2.179715815,,,,,,,,,,,,,,,,,,,,1.181742573,,,,,,,,,,,,,,,,,,,,,,,,,,,5.457420544,,,,,0.637684713,,,,,,,,,,,,,,,,,,,11.49171447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
151,Larix gmelinii,Plants,Land_Coast,,,,,,,,,,,,,0.112694431,,,,,1.679797106,,,,,,,,,,,,,,,,,,,,,,,,16.72010475,,,,,,,,,,,0.638135839,0.34545677,,,,,,,,,0.370507191,,,,0.762925797,,,,,,,2.381837044,,,,,,,,,,,,,,,,,,,,,,,,,,,0.446679869,,,,,,,,,0.993787909,0.541835874,,,,,0.522388553,,,,0.525495882,,,,,,,,,,,5.083659973,,,,,,,,0.136163553,,,,,,,,,,0.717189447,,,,,,,,,,2.538100624,,,,,61.73214411,,,,,,,,,,,,,,,,,0.209983606,,,,,,,,,1.974835912,,,,,,,,,,,,,,,,,,1.566275764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
152,Larix griffithii,Plants,Land,,,,,,,,,,,,,,,,,,,,,,,11.12933241,,,,,,,,,,,,,,,,,,,66.22553893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.01267798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.310799107,,,3.321651566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
153,Larix kaempferi,Plants,Land_Coast,,0.183859417,,,0.006096571,,,,,,,,1.130963739,,,,,1.329717678,0.412672036,,,,,,,0.698400516,,,,,0.435959989,,,,,,1.979535865,,,,,30.78318326,,,,,,,0.742060052,,,,1.059954807,0.573809746,,,,,,,,,0.615418934,,,,1.628786112,7.280917634,,,,,,4.812214994,,,0.487877386,,,,,,0.000995773,,,,,,0.014027527,1.255066682,,,,,,0.93387626,0.007728045,,2.360714505,,4.783942222,,0.001602386,,,,,,,0.479403435,1.330335413,0.147116509,,,,0.867696537,,,0.001848264,0.872857864,0.035105113,0.000407182,,,,,,,,0.000253903,,0.18504732,,,,,,,0.499037164,,,,,,,,0.342289752,,3.041813133,,,,,,,,,,4.215906503,0.323551201,,,1.143411858,1.42736245,,,,,,,,,,0.000812861,,,1.045350122,,,,0.652312442,0.273799154,,,,2.098753333,,,,4.013245721,0.558029923,,,,,,,,,,,,,,,,,1.087334472,,3.277612191,8.559923881,,,,1.65E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
154,Larix laricina,Plants,Land_Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.77714007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002494573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.22036536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
155,Larix ledebourii,Plants,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
156,Larix lyallii,Plants,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.75486211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.24513789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
157,Larix marschlinsii,Plants,Land_Coast,,,,,0.003905855,,,,,,,,0.000817108,,,,,,1.825420399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.375864293,2.538199644,,,,,,,,,2.650806712,,,,2.022963808,29.99094402,,,,,,19.27466614,,,,,,,,,0.004404718,,,,,,,,,,,,,,,,0.038392215,,,,0.007088022,,,,,,,,,,,,,2.558599856,,,,0.015016908,0.155284543,,,,,,,,,,,,,,,,,,2.207449354,,,,,,,,,,11.23214035,,,,,,,,,,0.364408325,,,,,0.411018354,,,,,,,,,,,,,,,,,,,,,,2.774531239,,,,11.89758572,1.478646777,,,,,,,,,,,,,,,,,,,8.171845636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
158,Larix mastersiana,Plants,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
159,Larix occidentalis,Plants,Land,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.12168307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007791425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.8705255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
